experiment	script	section	session	startdate	sex	participantage	school	residence	firstlanguage	foreignlanguages	spokendialect	hearing	audio	options	inputvalue	playbacks	duration	inputtimestamp	position	l1	l2	dialect
Iconicity (EN)	ICEN_0	ICEN_0_0	1993336	2018-07-10	F	27	undefined	Germany	polish	english, german		undefined	BW_dull.wav	"[""dull"", ""clapping""]"	dull	2	00:00:10.239	2018-07-10 11:20:09.753	42	polish	english, german	
Iconicity (EN)	ICEN_0	ICEN_0_0	1993336	2018-07-10	F	27	undefined	Germany	polish	english, german		undefined	NC_one.wav	"[""one"", ""clapping""]"	one	1	00:00:05.847	2018-07-10 11:20:15.739	67	polish	english, german	
Iconicity (EN)	ICEN_0	ICEN_0_0	1993336	2018-07-10	F	27	undefined	Germany	polish	english, german		undefined	BW_bad.wav	"[""bad"", ""clapping""]"	bad	1	00:00:04.135	2018-07-10 11:20:20.004	35	polish	english, german	
Iconicity (EN)	ICEN_0	ICEN_0_0	1993336	2018-07-10	F	27	undefined	Germany	polish	english, german		undefined	KR_cut.wav	"[""cut"", ""clapping""]"	cut	1	00:00:03.792	2018-07-10 11:20:23.899	32	polish	english, german	
Iconicity (EN)	ICEN_0	ICEN_0_0	1993336	2018-07-10	F	27	undefined	Germany	polish	english, german		undefined	IL_bad.wav	"[""bad"", ""clapping""]"	bad	1	00:00:05.262	2018-07-10 11:20:29.27	52	polish	english, german	
Iconicity (EN)	ICEN_0	ICEN_0_0	1993336	2018-07-10	F	27	undefined	Germany	polish	english, german		undefined	KD_cook.wav	"[""cook"", ""clapping""]"	cook	1	00:00:05.494	2018-07-10 11:20:34.86	65	polish	english, german	
Iconicity (EN)	ICEN_0	ICEN_0_0	1993336	2018-07-10	F	27	undefined	Germany	polish	english, german		undefined	IL_rock.wav	"[""rock"", ""clapping""]"	rock	1	00:00:04.142	2018-07-10 11:20:39.099	93	polish	english, german	
Iconicity (EN)	ICEN_0	ICEN_0_0	1993336	2018-07-10	F	27	undefined	Germany	polish	english, german		undefined	MS_big.wav	"[""big"", ""clapping""]"	big	1	00:00:05.957	2018-07-10 11:20:45.166	39	polish	english, german	
Iconicity (EN)	ICEN_0	ICEN_0_0	1993336	2018-07-10	F	27	undefined	Germany	polish	english, german		undefined	GB_cut.wav	"[""cut"", ""clapping""]"	cut	1	00:00:04.839	2018-07-10 11:20:50.104	88	polish	english, german	
Iconicity (EN)	ICEN_0	ICEN_0_0	1993336	2018-07-10	F	27	undefined	Germany	polish	english, german		undefined	IL_fire.wav	"[""fire"", ""clapping""]"	fire	1	00:00:03.293	2018-07-10 11:20:53.486	77	polish	english, german	
Iconicity (EN)	ICEN_0	ICEN_0_0	1993336	2018-07-10	F	27	undefined	Germany	polish	english, german		undefined	IL_eat.wav	"[""eat"", ""clapping""]"	eat	1	00:00:04.673	2018-07-10 11:20:58.245	49	polish	english, german	
Iconicity (EN)	ICEN_0	ICEN_0_0	1993336	2018-07-10	F	27	undefined	Germany	polish	english, german		undefined	KR_pound.wav	"[""pound"", ""clapping""]"	pound	1	00:00:05.25	2018-07-10 11:21:03.582	26	polish	english, german	
Iconicity (EN)	ICEN_0	ICEN_0_0	1993336	2018-07-10	F	27	undefined	Germany	polish	english, german		undefined	IL_fruit.wav	"[""fruit"", ""clapping""]"	eat	1	00:00:05.194	2018-07-10 11:21:08.855	16	polish	english, german	
Iconicity (EN)	ICEN_0	ICEN_0_0	1993336	2018-07-10	F	27	undefined	Germany	polish	english, german		undefined	NC_pound.wav	"[""pound"", ""clapping""]"	pound	1	00:00:06.062	2018-07-10 11:21:15.016	41	polish	english, german	
Iconicity (EN)	ICEN_0	ICEN_0_0	1993336	2018-07-10	F	27	undefined	Germany	polish	english, german		undefined	clapping.wav	"[""clapping""]"	clapping	1	00:00:04.34	2018-07-10 11:21:19.445	43	polish	english, german	
